ID,Answer,IsCover
1,2,true
2,0,false
3,1,false
4,0,false
5,0,false
6,0,false
7,3,false
8,0,false
9,0,false
10,1,false
11,0,false
12,1,false
13,3,false
14,1,false
15,3,false
16,1,false
17,0,false
18,1,false
19,0,false
20,2,false
21,3,false
22,0,true
23,0,false
24,0,false
25,0,false
26,3,true
27,3,false
28,1,false
29,0,true
30,0,false
31,0,false
32,3,false
33,1,false
34,0,false
35,1,false
36,0,false
37,0,false
38,0,false
39,1,false
40,1,false
41,2,false
42,1,true
43,2,true
44,0,false
45,2,false
46,0,false
47,0,false
48,0,false
49,3,false
50,2,false
51,0,false
52,0,false
53,1,false
54,0,false
55,0,false
56,2,false
57,0,false
58,1,false
59,0,false
60,0,false
61,0,true
62,0,false
63,2,false
64,0,false
65,3,false
66,2,false
67,0,false
68,1,false
69,0,false
70,0,false
71,0,false
72,1,false
73,0,false
74,3,false
75,0,false
76,2,false
77,3,false
78,2,false
79,0,false
80,2,true
81,0,false
82,1,false
83,1,false
84,1,false
85,0,false
86,0,false
87,0,false
88,3,false
89,2,false
90,2,false
91,0,false
92,0,false
93,0,false
94,1,false
95,1,false
96,2,true
97,0,false
98,0,false
99,0,false
100,2,false
101,1,true
102,1,true
103,2,false
104,1,false
105,0,false
106,2,false
107,1,false
108,1,false
109,1,false
110,0,false
111,0,false
112,2,false
113,3,false
114,0,false
115,3,false
116,0,false
117,0,false
118,0,false
119,0,false
120,0,false
121,0,true
122,0,false
123,3,false
124,3,false
125,1,true
126,0,false
127,2,false
128,0,false
129,2,false
130,2,false
131,1,false
132,0,false
133,0,false
134,3,false
135,0,false
136,0,false
137,0,false
138,0,false
139,0,false
140,2,false
141,0,false
142,1,false
143,1,false
144,1,false
145,3,false
146,0,false
147,1,false
148,0,false
149,2,false
150,0,false
151,2,false
152,0,false
153,0,false
154,0,false
155,1,false
156,2,false
157,0,false
158,0,false
159,1,true
160,0,false
161,3,false
162,0,false
163,0,false
164,0,false
165,0,false
166,0,false
167,2,false
168,0,false
169,0,false
170,0,false
171,3,false
172,1,false
173,1,false
174,0,false
175,3,false
176,0,false
177,0,false
178,0,false
179,0,false
180,0,false
181,0,false
182,0,false
183,0,false
184,0,false
185,0,false
186,3,false
187,0,false
188,2,false
189,0,true
190,3,false
191,0,false
192,2,false
193,0,false
194,0,false
195,1,false
196,0,false
197,0,false
198,0,true
199,0,false
200,0,false
201,0,false
202,1,false
203,1,true
204,2,true
205,0,false
206,0,false
207,0,false
208,2,false
209,1,false
210,1,false
211,2,false
212,0,false
213,3,false
214,0,false
215,2,false
216,2,false
217,2,false
218,3,false
219,0,false
220,0,false
221,1,false
222,0,true
223,2,false
224,2,false
225,2,false
226,3,false
227,1,true
228,0,true
229,2,false
230,0,true
231,0,false
232,0,true
233,3,false
234,1,false
235,0,false
236,0,false
237,1,false
238,0,false
239,0,false
240,0,false
241,0,false
242,1,true
243,3,false
244,3,true
245,3,false
246,0,false
247,0,false
248,1,false
249,1,false
250,0,false
251,0,false
252,1,false
253,0,false
254,2,false
255,2,false
256,2,false
257,0,false
258,0,false
259,0,false
260,1,false
261,0,true
262,0,false
263,0,false
264,0,false
265,0,false
266,3,true
267,1,true
268,2,false
269,1,false
270,0,false
271,0,false
272,0,false
273,1,false
274,0,false
275,0,true
276,0,false
277,0,false
278,0,false
279,1,false
280,3,false
281,1,false
282,0,true
283,1,false
284,3,false
285,2,false
286,0,false
287,0,false
288,0,false
289,0,false
290,0,false
291,0,false
292,0,false
293,0,false
294,1,false
295,0,true
296,0,false
297,0,false
298,0,false
299,0,false
300,2,false
301,0,false
302,0,false
303,1,false
304,2,false
305,0,false
306,0,true
307,3,false
308,1,false
309,2,false
310,0,false
311,1,false
312,1,false
313,0,false
314,0,false
315,0,false
316,1,false
317,1,false
318,1,false
319,0,false
320,0,false
321,0,true
322,1,false
323,1,false
324,0,false
325,1,false
326,1,true
327,0,false
328,0,false
329,0,false
330,3,false
331,1,false
332,1,false
333,0,false
334,2,true
335,0,false
336,1,false
337,0,false
338,0,true
339,0,false
340,0,false
341,1,false
342,0,false
343,1,false
344,0,true
345,2,false
346,2,false
347,0,false
348,2,false
349,3,true
350,1,false
351,3,false
352,0,false
353,0,true
354,3,false
355,0,false
356,0,false
357,0,false
358,1,false
359,1,false
360,0,false
361,3,false
362,0,false
363,0,false
364,0,true
365,0,false
366,0,false
367,0,false
368,1,false
369,0,false
370,0,false
371,1,false
372,1,false
373,1,false
374,1,false
375,0,false
376,0,false
377,3,false
378,0,true
379,0,false
380,0,false
381,3,false
382,0,false
383,1,false
384,2,false
385,0,false
386,2,false
387,0,false
388,3,false
389,1,false
390,0,false
391,0,false
392,0,true
393,1,false
394,0,false
395,1,false
396,0,true
397,3,false
398,0,false
399,0,false
400,1,false
401,0,false
402,0,false
403,1,false
404,2,false
405,3,true
406,1,false
407,1,false
408,0,false
409,2,false
410,2,false
411,1,false
412,1,true
413,1,false
414,0,false
415,2,false
416,2,false
417,0,false
418,1,false
419,0,false
420,3,false
421,0,false
422,0,false
423,0,false
424,0,false
425,3,false
426,0,false
427,0,false
428,0,false
429,0,false
430,0,false
431,1,false
432,0,false
433,0,false
434,0,false
435,0,false
436,0,false
437,3,false
438,0,false
439,2,false
440,0,false
441,0,true
442,0,true
443,0,false
444,0,false
445,0,false
446,0,false
447,0,false
448,0,false
449,1,true
450,0,false
451,1,false
452,3,false
453,0,false
454,0,false
455,0,false
456,1,false
457,0,true
458,1,false
459,0,false
460,0,false
