ID,Answer,IsCover
1,2,true
2,0,false
3,3,false
4,2,false
5,0,false
6,0,false
7,3,false
8,0,false
9,0,false
10,1,false
11,0,false
12,2,false
13,3,false
14,2,false
15,3,false
16,1,false
17,1,false
18,1,false
19,3,false
20,2,false
21,3,false
22,0,true
23,1,false
24,3,false
25,3,false
26,3,true
27,3,false
28,1,false
29,2,true
30,0,false
31,0,false
32,3,false
33,1,false
34,1,false
35,1,false
36,0,false
37,2,false
38,3,false
39,1,false
40,2,false
41,2,false
42,1,true
43,3,true
44,3,false
45,2,false
46,1,false
47,0,false
48,3,false
49,1,false
50,0,false
51,1,false
52,0,false
53,2,false
54,1,false
55,3,false
56,2,false
57,3,false
58,0,false
59,0,false
60,0,false
61,3,true
62,2,false
63,2,false
64,0,false
65,3,false
66,2,false
67,0,false
68,1,false
69,2,false
70,0,false
71,0,false
72,3,false
73,0,false
74,0,false
75,2,false
76,2,false
77,3,false
78,2,false
79,0,false
80,2,true
81,3,false
82,1,false
83,1,false
84,1,false
85,0,false
86,0,false
87,0,false
88,3,false
89,2,false
90,2,true
91,3,false
92,2,false
93,0,false
94,0,false
95,3,false
96,2,true
97,1,false
98,0,false
99,0,false
100,3,false
101,1,true
102,1,true
103,2,false
104,1,false
105,1,false
106,2,false
107,1,false
108,2,false
109,1,false
110,0,false
111,0,false
112,3,false
113,3,false
114,2,false
115,3,false
116,0,false
117,0,false
118,0,false
119,0,false
120,0,false
121,1,true
122,0,false
123,3,false
124,3,false
125,1,true
126,2,false
127,2,false
128,1,false
129,2,false
130,2,false
131,1,false
132,0,false
133,3,false
134,1,false
135,0,false
136,0,false
137,0,false
138,0,false
139,0,false
140,2,false
141,1,false
142,3,false
143,1,false
144,1,false
145,3,false
146,3,false
147,1,false
148,0,false
149,2,false
150,0,false
151,2,false
152,0,false
153,3,false
154,2,false
155,1,false
156,2,false
157,0,false
158,2,false
159,1,true
160,0,false
161,0,false
162,3,false
163,0,false
164,1,false
165,0,false
166,0,false
167,2,false
168,0,false
169,0,false
170,0,false
171,1,false
172,2,false
173,1,false
174,0,false
175,3,false
176,0,false
177,0,false
178,0,false
179,0,false
180,0,false
181,0,false
182,1,false
183,0,false
184,0,false
185,0,false
186,3,false
187,1,false
188,2,false
189,1,true
190,3,false
191,1,false
192,2,false
193,0,false
194,0,false
195,1,false
196,0,false
197,1,false
198,1,true
199,3,false
200,0,false
201,0,false
202,1,false
203,1,true
204,2,false
205,1,false
206,3,false
207,3,false
208,2,false
209,1,false
210,3,false
211,2,false
212,2,false
213,3,false
214,0,false
215,3,false
216,2,false
217,2,false
218,3,false
219,0,false
220,1,false
221,3,false
222,1,true
223,3,false
224,2,false
225,1,true
226,3,false
227,1,true
228,0,true
229,2,false
230,3,true
231,0,false
232,1,true
233,3,false
234,2,false
235,0,false
236,0,false
237,2,false
238,3,false
239,1,false
240,1,false
241,3,false
242,1,true
243,2,false
244,3,true
245,3,false
246,0,false
247,0,false
248,1,false
249,1,false
250,3,false
251,0,false
252,3,false
253,0,false
254,3,false
255,2,false
256,2,false
257,0,false
258,0,false
259,3,false
260,1,false
261,3,true
262,3,false
263,0,false
264,0,false
265,3,false
266,3,true
267,3,true
268,2,false
269,2,false
270,0,false
271,1,false
272,0,false
273,2,false
274,0,false
275,2,true
276,1,false
277,0,false
278,0,false
279,1,false
280,3,false
281,1,false
282,3,true
283,2,false
284,1,true
285,2,false
286,0,false
287,0,false
288,1,false
289,0,false
290,0,false
291,0,false
292,0,false
293,3,false
294,1,false
295,1,true
296,1,false
297,0,false
298,0,false
299,0,false
300,2,false
301,3,false
302,0,false
303,1,false
304,0,false
305,0,false
306,1,true
307,3,false
308,3,false
309,2,false
310,2,false
311,1,false
312,2,false
313,1,false
314,0,false
315,0,false
316,2,false
317,1,false
318,2,false
319,0,false
320,1,false
321,0,true
322,2,false
323,1,false
324,1,false
325,1,false
326,1,true
327,0,false
328,0,false
329,0,false
330,3,false
331,1,false
332,2,false
333,0,false
334,2,true
335,0,false
336,1,false
337,0,false
338,3,true
339,3,false
340,0,false
341,2,false
342,1,false
343,1,false
344,1,true
345,0,false
346,2,false
347,0,false
348,2,false
349,3,true
350,1,false
351,3,false
352,1,false
353,3,true
354,3,false
355,0,false
356,0,false
357,1,false
358,1,false
359,2,false
360,0,false
361,0,false
362,3,false
363,0,false
364,0,true
365,1,false
366,1,false
367,0,false
368,1,false
369,0,false
370,3,false
371,0,false
372,2,false
373,3,false
374,3,false
375,0,false
376,0,false
377,3,false
378,0,true
379,0,false
380,2,false
381,3,false
382,0,false
383,1,false
384,2,false
385,0,false
386,1,true
387,0,false
388,3,false
389,3,false
390,1,false
391,0,false
392,1,true
393,2,false
394,0,false
395,1,false
396,2,true
397,3,false
398,0,false
399,2,false
400,0,false
401,0,false
402,0,false
403,1,false
404,2,false
405,3,true
406,1,false
407,2,false
408,0,false
409,2,false
410,2,false
411,1,false
412,3,true
413,1,false
414,0,false
415,2,false
416,2,false
417,2,false
418,1,false
419,2,false
420,3,false
421,1,false
422,2,false
423,0,false
424,1,false
425,3,false
426,0,false
427,0,false
428,0,false
429,1,false
430,2,false
431,1,false
432,3,false
433,0,false
434,1,false
435,1,false
436,0,false
437,3,false
438,0,false
439,3,false
440,0,false
441,0,true
442,3,true
443,0,false
444,0,false
445,0,false
446,0,false
447,3,false
448,0,false
449,1,true
450,0,false
451,1,false
452,3,false
453,0,false
454,1,false
455,0,false
456,1,false
457,0,true
458,1,false
459,3,false
460,0,false
