ID,Answer,IsCover
1,3,true
2,3,true
3,2,true
4,3,true
5,2,true
6,1,true
7,3,true
8,1,true
9,1,true
10,2,true
11,3,true
12,2,true
13,3,true
14,2,true
15,2,true
16,2,true
17,2,true
18,0,true
19,2,true
20,1,true
21,1,true
22,1,true
23,2,true
24,3,true
25,2,true
26,0,true
27,0,true
28,2,true
29,0,true
30,0,true
31,1,true
32,2,true
33,0,true
34,1,true
35,2,true
36,3,true
37,1,true
38,0,true
39,0,true
40,1,false
41,0,true
42,0,true
43,0,true
44,3,true
45,0,true
46,2,true
47,0,true
48,3,true
49,2,true
50,3,true
51,0,true
52,1,true
53,1,true
54,3,true
55,0,true
56,2,true
57,0,true
58,1,false
59,1,true
60,1,true
61,2,true
62,1,true
63,3,true
64,2,true
65,0,true
66,1,true
67,2,true
68,0,true
69,3,true
70,2,true
71,3,true
72,3,true
73,2,true
74,0,true
75,3,true
76,3,true
77,0,true
78,0,true
79,2,true
80,0,true
81,2,true
82,0,true
83,1,true
84,1,true
85,1,true
86,3,true
87,1,true
88,1,true
89,2,true
90,1,true
91,1,true
92,3,true
93,3,true
94,3,true
95,0,true
96,1,true
97,0,true
98,3,false
99,1,false
100,2,true
101,3,true
102,0,true
103,3,true
104,1,true
105,1,true
106,3,true
107,0,true
108,0,true
109,0,true
110,0,true
111,3,true
112,3,true
113,3,true
114,1,true
115,0,true
116,2,true
117,3,false
118,1,true
119,2,true
120,1,false
121,1,true
122,0,true
123,3,true
124,1,false
125,2,true
126,1,true
127,1,true
128,0,true
129,2,true
130,3,true
131,2,true
132,2,false
133,3,true
134,0,true
135,2,true
136,3,true
137,3,true
138,2,true
139,0,true
140,2,true
141,0,true
142,3,true
143,0,true
144,2,true
145,2,true
146,2,true
147,1,true
148,3,true
149,2,false
150,0,true
151,2,true
152,3,true
153,2,true
154,1,false
155,3,false
156,2,true
157,0,true
158,0,false
159,0,true
160,1,true
161,2,false
162,3,true
163,2,true
164,1,true
165,0,true
166,0,true
167,0,true
168,1,true
169,0,true
170,0,true
171,1,true
172,0,true
173,2,true
174,1,true
175,2,true
176,0,true
177,1,true
178,3,true
179,2,true
180,0,false
181,0,true
182,1,true
183,0,true
184,1,true
185,0,true
186,0,false
187,0,true
188,3,true
189,3,true
190,3,true
191,1,true
192,1,true
193,1,true
194,1,true
195,1,true
196,0,true
197,1,true
198,0,true
199,1,true
200,0,true
201,1,true
202,2,true
203,0,false
204,1,true
205,1,true
206,3,true
207,2,true
208,0,true
209,2,true
210,3,true
211,3,true
212,0,true
213,2,true
214,3,true
215,0,true
216,2,true
217,1,true
218,3,true
219,1,true
220,0,true
221,1,true
222,2,true
223,2,true
224,2,true
225,2,true
226,2,true
227,2,true
228,3,false
229,2,true
230,0,true
231,3,true
232,0,true
233,0,true
234,0,true
235,3,true
236,2,true
237,1,true
238,1,true
239,1,true
240,2,true
241,2,true
242,1,true
243,0,false
244,0,true
245,1,true
246,2,true
247,3,true
248,2,true
249,2,true
250,2,true
251,0,true
252,2,true
253,2,true
254,1,true
255,3,true
256,0,true
257,3,true
258,2,true
259,3,true
260,3,true
261,2,true
262,0,true
263,2,true
264,0,true
265,1,true
266,2,true
267,1,true
268,1,true
269,0,true
270,1,true
271,2,true
272,2,true
273,0,true
274,0,true
275,1,true
276,2,true
277,2,true
278,2,true
279,0,true
280,2,true
281,2,true
282,1,true
283,3,true
284,2,true
285,2,true
286,3,true
287,2,true
288,3,true
289,1,true
290,0,true
291,0,true
292,0,true
293,0,true
294,0,true
295,1,true
296,3,true
297,1,true
298,2,true
299,0,true
300,2,true
301,0,false
302,0,true
303,2,true
304,3,true
305,2,true
306,3,true
307,0,true
308,1,true
309,3,true
310,3,true
311,0,true
312,0,true
313,0,false
314,2,true
315,1,true
316,0,false
317,2,true
318,0,true
319,1,true
320,0,false
321,2,true
322,1,true
323,0,true
324,3,true
325,2,true
326,2,true
327,2,true
328,3,true
329,1,true
330,3,true
331,1,true
332,2,true
333,2,true
334,1,true
335,0,true
336,2,true
337,0,true
338,0,true
339,2,true
340,3,false
341,0,true
342,2,true
343,1,true
344,1,true
345,3,true
346,2,true
347,2,true
348,0,true
349,1,true
350,2,true
351,0,true
352,3,true
353,0,true
354,2,true
355,3,true
356,0,true
357,2,true
358,0,false
359,1,true
360,3,true
361,3,true
362,0,true
363,2,true
364,1,true
365,3,true
366,2,true
367,2,true
368,1,true
369,1,false
370,2,true
371,0,true
372,1,true
373,1,true
374,0,true
375,3,true
376,2,false
377,2,true
378,0,true
379,1,true
380,2,true
381,0,true
382,0,true
383,1,true
384,1,true
385,3,true
386,1,true
387,2,true
388,1,true
389,2,true
390,3,true
391,0,true
392,3,false
393,1,true
394,0,true
395,3,true
396,1,true
397,2,true
398,3,true
399,2,true
400,3,false
401,0,true
402,0,true
403,3,true
404,1,true
405,0,true
406,1,true
407,1,true
408,0,true
409,2,true
410,1,true
411,0,true
412,1,true
413,2,true
414,0,true
415,1,true
416,0,false
417,0,true
418,0,true
419,2,false
420,0,true
421,0,true
422,2,true
423,2,true
424,2,true
425,1,true
426,1,true
427,2,true
428,2,true
429,1,true
430,0,true
431,2,true
432,2,true
433,1,true
434,1,true
435,2,true
436,1,true
437,3,true
438,0,true
439,0,true
440,1,false
441,0,true
442,2,true
443,1,false
444,2,true
445,1,true
446,3,true
447,2,true
448,0,true
449,0,true
450,3,true
451,0,false
452,2,true
453,1,true
454,3,true
455,3,true
456,1,true
457,3,true
458,3,true
459,1,true
460,0,true
461,3,true
462,1,true
463,1,true
464,1,true
465,2,true
466,3,false
467,0,true
468,2,true
469,1,true
470,3,true
471,1,true
472,2,true
473,1,true
474,2,true
475,2,true
476,2,true
477,3,true
478,0,true
479,1,true
480,1,true
