ID,Answer,IsCover
1,0,false
2,0,false
3,0,false
4,1,false
5,2,false
6,0,false
7,0,false
8,0,false
9,0,false
10,2,false
11,1,false
12,3,false
13,0,false
14,3,false
15,0,false
16,3,false
17,1,false
18,0,false
19,2,false
20,2,false
21,0,false
22,1,false
23,0,false
24,0,false
25,3,false
26,1,false
27,0,false
28,1,false
29,3,false
30,0,false
31,3,false
32,1,false
33,0,false
34,0,false
35,2,false
36,1,false
37,1,false
38,0,false
39,2,false
40,0,false
41,3,false
42,1,false
43,2,false
44,3,false
45,0,false
46,2,false
47,0,false
48,1,false
49,0,false
50,0,false
51,1,false
52,3,false
53,3,false
54,0,false
55,0,false
56,2,false
57,0,false
58,2,false
59,1,false
60,2,false
61,3,false
62,0,false
63,0,false
64,1,false
65,3,false
66,2,false
67,2,false
68,3,false
69,0,false
70,3,false
71,1,false
72,1,false
73,0,false
74,1,false
75,0,false
76,3,false
77,2,false
78,0,false
79,1,false
80,3,false
81,0,false
82,0,false
83,1,false
84,0,false
85,1,false
86,0,false
87,0,false
88,0,false
89,2,false
90,1,false
91,2,false
92,1,false
93,1,false
94,3,false
95,1,false
96,0,false
97,2,false
98,2,false
99,3,false
100,3,false
101,2,false
102,0,false
103,1,false
104,0,false
105,3,false
106,0,false
107,0,false
108,3,false
109,2,false
110,3,false
111,2,false
112,1,false
113,0,false
114,0,false
115,0,false
116,2,false
117,0,false
118,1,false
119,2,false
120,0,false
121,1,false
122,1,false
123,2,false
124,3,false
125,1,false
126,3,false
127,0,false
128,1,false
129,1,false
130,0,false
131,0,false
132,0,false
133,0,false
134,0,false
135,2,false
136,1,false
137,1,false
138,0,false
139,0,false
140,0,false
141,2,false
142,1,false
143,0,false
144,2,false
145,0,false
146,0,false
147,0,false
148,2,false
149,2,false
150,0,false
151,3,false
152,1,false
153,2,false
154,0,false
155,1,false
156,3,false
157,3,false
158,0,false
159,3,false
160,2,false
161,1,false
162,2,false
163,0,false
164,3,false
165,2,false
166,3,false
167,0,false
168,1,false
169,1,false
170,0,false
171,2,false
172,0,false
173,0,false
174,0,false
175,3,false
176,0,false
177,0,false
178,1,false
179,1,false
180,3,false
181,0,false
182,2,false
183,2,false
184,2,false
185,0,false
186,0,false
187,0,false
188,2,false
189,1,false
190,2,false
191,1,false
192,0,false
193,2,false
194,3,false
195,1,false
196,3,false
197,0,false
198,0,false
199,0,false
200,0,false
201,0,false
202,1,false
203,0,false
204,0,false
205,3,false
206,0,false
207,3,false
208,0,false
209,0,false
210,3,false
211,0,false
212,1,false
213,2,false
214,0,false
215,0,false
216,0,false
217,1,false
218,3,false
219,1,false
220,0,false
221,0,false
222,1,false
223,3,false
224,2,false
225,1,false
226,1,false
227,1,false
228,0,false
229,0,false
230,2,false
231,0,false
232,0,false
233,0,false
234,0,false
235,0,false
236,1,false
237,1,false
238,2,false
239,0,false
240,2,false
241,1,false
242,0,true
243,1,false
244,0,false
245,1,false
246,2,false
247,1,false
248,0,false
249,1,false
250,0,false
251,0,false
252,2,false
253,3,false
254,1,false
255,2,false
256,3,false
257,1,false
258,2,false
259,0,false
260,2,false
261,3,false
262,0,false
263,0,false
264,0,false
265,2,false
266,1,false
267,1,false
268,1,false
269,2,false
270,1,false
271,0,false
272,0,false
273,1,false
274,1,false
275,3,false
276,3,false
277,1,false
278,2,false
279,0,false
280,0,false
281,0,false
282,2,false
283,0,false
284,1,false
285,0,false
286,0,false
287,0,false
288,0,false
289,0,false
290,1,false
291,3,false
292,1,false
293,1,false
294,0,false
295,0,false
296,1,false
297,0,false
298,0,false
299,0,false
300,3,false
301,0,false
302,2,false
303,2,false
304,2,false
305,2,false
306,1,false
307,0,false
308,2,false
309,1,false
310,0,false
311,1,false
312,1,false
313,0,false
314,0,false
315,0,false
316,0,false
317,3,false
318,0,false
319,1,false
320,2,false
321,2,false
322,0,false
323,2,false
324,0,false
325,0,false
326,0,false
327,1,false
328,2,false
329,0,false
330,2,false
331,2,false
332,2,false
333,1,false
334,2,false
335,0,false
336,3,false
337,0,false
338,2,false
339,0,false
340,2,false
341,1,false
342,0,false
343,1,false
344,2,false
345,3,false
346,0,false
347,0,false
348,1,false
349,1,false
350,0,false
351,2,false
352,1,false
353,1,false
354,0,false
355,3,false
356,0,false
357,0,false
358,3,false
359,2,false
360,3,false
361,2,false
362,0,false
363,0,false
364,0,false
365,1,false
366,1,false
367,0,false
368,1,false
369,0,false
370,1,false
371,2,false
372,3,false
373,0,false
374,2,false
375,0,false
376,2,false
377,3,false
378,2,false
379,2,false
380,2,false
381,3,false
382,1,false
383,0,false
384,1,false
385,0,false
386,1,false
387,1,false
388,2,false
389,0,false
390,0,false
391,0,false
392,1,false
393,2,false
394,0,false
395,2,false
396,0,false
397,0,false
398,3,false
399,2,false
400,2,false
401,3,false
402,0,false
403,0,false
404,0,false
405,2,false
406,0,false
407,3,false
408,3,false
409,0,false
410,2,false
411,0,false
412,2,false
413,1,false
414,2,false
415,1,false
416,0,false
417,0,false
418,1,false
419,1,false
420,3,false
421,1,false
422,3,false
423,0,false
424,1,false
425,1,false
426,3,false
427,0,false
428,1,false
429,0,false
430,2,false
431,2,false
432,1,false
433,0,false
434,0,false
435,1,false
436,3,false
437,0,false
438,2,false
439,0,false
440,1,false
441,2,false
442,1,false
443,1,false
444,2,false
445,3,false
446,0,false
447,3,false
448,3,false
449,1,false
450,1,false
451,0,false
452,1,false
453,1,false
454,0,false
455,1,false
456,0,false
457,0,false
458,0,false
459,1,false
460,0,false
461,3,false
462,0,false
463,1,false
464,2,false
465,1,false
466,3,false
467,1,false
468,0,false
469,1,false
470,2,false
471,1,false
472,2,false
473,0,false
474,2,false
475,2,false
476,0,false
477,0,false
478,3,false
479,3,false
480,0,false
481,2,false
482,0,false
483,0,false
484,0,false
485,1,false
486,3,false
487,1,false
488,0,false
489,2,false
490,2,false
491,0,false
492,0,false
493,0,false
494,1,false
495,3,false
496,0,false
497,0,false
498,1,false
499,1,false
500,0,false
501,3,false
502,0,false
503,2,false
504,0,false
505,2,false
506,3,false
507,0,false
508,1,false
509,0,false
510,3,false
511,3,false
512,2,false
513,1,false
514,2,false
515,3,false
516,1,false
517,3,false
518,1,false
519,3,false
520,1,false
521,3,false
522,0,false
523,3,false
524,0,false
525,0,false
526,0,false
527,0,false
528,0,false
529,0,false
530,3,false
531,2,false
532,1,false
533,0,false
534,2,false
535,0,false
536,1,false
537,3,false
538,3,false
539,3,false
540,0,false
541,0,false
542,0,false
543,1,false
544,1,false
545,2,false
546,0,false
547,1,false
548,2,false
