ID,Answer,IsCover
1,3,true
2,1,true
3,2,true
4,3,true
5,2,true
6,1,true
7,0,true
8,2,true
9,0,false
10,0,true
11,0,false
12,2,true
13,0,false
14,2,false
15,2,true
16,2,false
17,0,true
18,3,false
19,3,false
20,0,false
21,1,true
22,1,true
23,2,false
24,3,true
25,3,false
26,1,true
27,0,false
28,0,false
29,3,true
30,0,true
31,2,false
32,2,true
33,0,false
34,2,false
35,3,true
36,3,false
37,1,true
38,1,true
39,3,true
40,1,false
41,2,true
42,0,true
43,0,true
44,1,false
45,0,false
46,3,true
47,0,true
48,1,true
49,1,true
50,3,true
51,0,true
52,1,true
53,1,true
54,3,false
55,0,false
56,2,true
57,0,false
58,1,false
59,0,true
60,1,false
61,2,false
62,0,false
63,3,false
64,2,true
65,2,true
66,2,true
67,2,true
68,0,false
69,3,true
70,1,true
71,2,true
72,2,false
73,2,true
74,1,false
75,3,true
76,1,true
77,1,false
78,1,true
79,3,true
80,0,false
81,0,true
82,0,true
83,1,true
84,2,true
85,3,true
86,3,true
87,1,true
88,1,false
89,2,false
90,0,true
91,2,true
92,3,true
93,1,false
94,3,true
95,1,true
96,3,true
97,1,true
98,3,false
99,1,false
100,3,true
101,0,false
102,0,false
103,2,false
104,1,false
105,3,true
106,1,false
107,1,false
108,0,false
109,2,true
110,0,false
111,0,true
112,2,true
113,1,true
114,1,false
115,0,false
116,2,true
117,2,false
118,1,true
119,0,true
120,0,false
121,0,false
122,3,false
123,0,true
124,1,false
125,2,true
126,0,false
127,1,true
128,1,true
129,0,true
130,3,false
131,1,true
132,3,false
133,0,true
134,1,true
135,1,true
136,0,false
137,3,true
138,3,false
139,0,false
140,2,true
141,0,false
142,3,true
143,1,false
144,2,true
145,2,true
146,2,true
147,1,true
148,2,true
149,2,false
150,2,true
151,3,true
152,0,true
153,2,true
154,1,true
155,1,false
156,0,false
157,3,true
158,0,false
159,0,false
160,1,true
161,2,true
162,0,true
163,1,true
164,1,true
165,2,true
166,1,false
167,2,false
168,1,true
169,0,true
170,2,false
171,0,true
172,0,true
173,2,true
174,1,true
175,0,true
176,3,true
177,3,true
178,3,true
179,2,true
180,0,true
181,0,false
182,2,true
183,0,true
184,2,true
185,3,false
186,0,false
187,0,true
188,1,true
189,0,true
190,3,true
191,1,true
192,0,false
193,0,true
194,0,true
195,2,true
196,2,true
197,1,false
198,0,false
199,3,true
200,0,true
201,1,false
202,2,false
203,0,false
204,0,true
205,1,true
206,2,false
207,1,false
208,2,false
209,2,true
210,1,false
211,3,false
212,0,false
213,0,true
214,3,true
215,0,true
216,0,true
217,1,true
