ID,Answer,IsCover
1,3,true
2,0,true
3,3,true
4,3,true
5,2,true
6,1,true
7,2,true
8,0,true
9,0,true
10,3,true
11,0,true
12,1,true
13,2,false
14,3,false
15,1,true
16,1,true
17,0,true
18,3,true
19,1,true
20,0,true
21,0,true
22,1,true
23,1,false
24,2,true
25,0,false
26,1,true
27,2,true
28,3,true
29,1,true
30,2,false
31,2,false
32,2,true
33,3,false
34,2,false
35,1,true
36,1,true
37,0,true
38,3,true
39,0,false
40,3,true
41,0,true
42,0,true
43,3,true
44,2,true
45,1,true
46,3,true
47,0,true
48,1,false
49,0,false
50,2,true
51,1,true
52,0,true
53,3,true
54,2,true
55,3,true
56,2,false
57,2,true
58,1,false
59,1,true
60,0,false
61,2,true
62,2,true
63,3,true
64,3,true
65,3,true
66,1,false
67,0,false
68,0,false
69,1,true
70,3,true
71,2,true
72,0,true
73,1,false
74,1,false
75,2,true
76,0,false
77,3,true
78,3,false
79,1,false
80,0,true
81,0,true
82,3,true
83,3,false
84,0,true
85,0,true
86,0,true
87,0,true
88,2,true
89,3,false
90,0,true
91,1,true
92,3,true
93,3,true
94,2,true
95,3,true
96,1,true
97,0,true
98,2,true
99,2,true
100,1,true
101,3,false
102,0,true
103,2,true
104,3,true
105,1,true
106,1,true
107,2,true
108,2,false
109,1,true
110,0,true
111,0,true
112,0,true
113,2,true
114,2,true
115,2,true
116,0,false
117,0,true
118,0,false
119,0,true
120,2,true
121,3,true
122,1,true
123,0,true
124,3,true
125,3,true
126,1,true
127,0,true
128,0,true
129,0,true
130,2,false
131,0,true
132,3,false
133,0,true
134,1,true
135,0,false
136,1,true
137,3,true
138,0,false
139,0,true
140,0,true
141,2,true
142,1,true
143,2,true
144,1,true
145,1,false
146,1,true
147,0,true
148,0,true
149,3,true
150,0,false
151,2,true
152,2,true
153,1,false
154,1,true
155,2,true
156,0,true
157,2,false
158,3,true
159,1,true
160,2,false
161,0,true
162,1,true
163,1,true
164,1,true
165,0,true
166,2,true
167,0,false
168,2,true
169,3,true
170,2,false
171,2,false
172,1,true
173,1,true
174,0,true
175,2,false
176,1,false
177,0,true
178,1,false
179,1,true
180,0,true
181,2,false
182,0,true
183,3,true
184,0,false
185,2,true
186,2,true
187,2,true
188,2,true
189,1,true
190,0,true
191,0,true
192,1,true
193,3,true
194,3,false
195,2,true
196,1,false
197,3,true
198,3,true
199,1,true
200,2,false
201,3,true
202,1,true
203,1,true
204,2,true
205,3,true
206,0,true
207,0,true
208,0,true
209,0,true
210,1,true
211,2,true
212,0,true
213,2,true
214,3,true
215,1,true
216,1,true
217,1,true
218,0,true
219,0,true
220,1,true
221,0,true
222,2,true
223,1,true
224,1,true
225,0,true
226,3,true
227,2,true
228,2,true
229,2,false
230,1,true
231,2,true
232,0,true
233,2,true
234,0,true
235,2,false
236,3,true
237,0,true
238,1,true
239,2,true
240,0,true
241,0,true
242,1,true
243,2,true
244,1,true
245,2,false
246,1,false
247,3,true
248,2,false
249,3,true
250,3,true
251,1,true
252,1,true
253,3,true
254,2,true
255,2,true
256,2,true
257,0,true
258,2,true
259,2,true
260,3,true
261,3,true
262,2,true
263,0,true
264,2,true
265,0,false
266,2,true
267,1,true
268,2,true
269,0,false
270,2,true
271,1,true
272,2,true
273,0,true
274,2,true
275,2,true
276,1,false
277,3,true
278,2,true
279,0,false
280,3,false
281,0,false
282,1,true
283,1,true
284,1,true
285,2,true
286,0,true
287,1,true
288,2,true
289,1,true
290,0,true
291,3,true
292,2,true
293,3,true
294,2,true
295,1,true
296,1,true
297,3,true
298,2,true
299,1,true
300,1,true
301,3,true
302,2,false
303,2,true
304,3,true
305,2,true
306,2,true
307,2,true
308,1,true
309,3,true
310,0,true
311,2,true
312,3,true
313,3,true
314,2,true
315,3,true
316,2,true
317,2,true
318,2,false
319,0,true
320,1,true
321,0,false
322,0,true
323,0,true
324,0,true
325,3,true
326,3,true
327,2,false
328,3,true
329,3,true
330,3,true
331,1,true
332,3,true
333,0,true
334,2,false
335,3,true
336,2,true
337,0,true
338,1,true
339,3,false
340,2,false
341,3,true
342,1,true
343,0,true
344,3,true
345,3,true
346,0,true
347,3,true
348,2,true
349,0,true
350,1,true
351,3,false
352,0,false
353,2,false
354,0,false
355,0,true
356,2,true
357,1,true
358,3,false
359,3,true
360,3,false
361,3,true
362,1,true
363,2,true
364,0,false
365,2,true
366,3,true
367,0,true
368,2,true
369,1,false
370,0,true
371,0,true
372,3,true
373,3,false
374,1,true
375,2,true
376,0,true
377,2,false
378,2,true
379,0,true
380,0,false
381,2,false
382,1,true
383,2,true
384,1,true
385,0,true
386,0,false
387,0,true
388,1,true
389,2,true
390,2,true
391,2,true
392,1,true
393,3,false
394,0,true
395,2,true
396,1,true
397,0,false
398,3,false
399,2,true
400,1,true
401,0,true
402,2,true
403,2,true
404,0,true
405,0,true
406,2,true
407,0,true
408,1,true
409,3,true
410,3,true
411,0,true
412,1,true
413,1,false
414,0,true
415,0,false
416,1,false
417,0,true
418,0,true
419,0,true
420,2,false
421,3,true
422,0,true
423,3,true
424,2,true
425,0,true
426,2,true
427,1,false
