ID,Answer,IsCover
1,2,true
2,1,true
3,2,true
4,3,true
5,0,true
6,1,true
7,0,true
8,2,true
9,2,true
10,3,true
11,0,true
12,2,true
13,0,false
14,1,false
15,3,false
16,0,true
17,0,true
18,1,false
19,3,false
20,2,false
21,3,true
22,0,true
23,3,true
24,3,true
25,0,true
26,2,true
27,1,false
28,2,true
29,1,true
30,0,false
31,0,true
32,2,true
33,1,true
34,0,true
35,1,true
36,1,true
37,0,true
38,0,true
39,0,true
40,0,true
41,2,true
42,1,true
43,1,true
44,0,true
45,3,true
46,1,true
47,0,true
48,3,true
49,3,true
50,3,true
51,3,true
52,2,true
53,0,true
54,2,true
55,0,true
56,0,true
57,2,true
58,3,true
59,3,true
60,0,true
61,2,true
62,3,true
63,2,true
64,3,true
65,2,true
66,0,true
67,0,true
68,0,true
69,0,true
70,3,true
71,2,false
72,0,true
73,1,true
74,0,true
75,3,true
76,1,true
77,3,false
78,3,true
79,2,true
80,3,true
81,1,false
82,2,true
83,1,true
84,0,true
85,1,false
86,3,true
87,1,true
88,2,true
89,0,true
90,1,true
91,3,true
92,3,true
93,2,false
94,2,true
95,0,true
96,3,true
97,0,true
98,1,true
99,0,true
100,2,true
101,1,true
102,2,true
103,1,false
104,1,false
105,2,true
106,3,true
107,0,true
108,3,true
109,1,true
110,3,true
111,0,true
112,3,true
113,0,false
114,1,false
115,3,true
116,0,false
117,1,true
118,0,true
119,2,true
120,1,true
121,0,true
122,1,true
123,2,true
124,3,true
125,2,true
126,3,true
127,0,true
128,1,true
129,2,true
130,1,true
131,0,true
132,0,true
133,3,true
134,3,false
135,3,true
136,0,true
137,0,true
138,0,true
139,1,true
140,3,true
141,0,true
142,2,true
143,3,true
144,1,true
145,1,true
146,1,true
147,0,true
148,1,true
149,3,true
150,2,true
151,2,true
152,0,false
153,0,true
154,2,true
155,2,true
156,0,true
157,3,true
158,2,true
159,1,true
160,0,true
161,3,true
162,2,false
163,3,true
164,2,true
165,1,true
166,3,true
167,1,true
168,0,false
169,0,true
170,2,true
171,3,true
172,3,true
173,0,true
174,2,true
175,1,true
176,0,true
177,2,true
178,0,true
179,3,true
